iter	Passed	Remaining
263	8177	22797
264	8202	22751
265	8250	22767
266	8283	22739
267	8321	22728
268	8352	22696
269	8376	22648
270	8402	22604
271	8431	22567
272	8460	22530
273	8484	22479
274	8503	22419
275	8528	22372
276	8561	22345
277	8583	22293
278	8604	22236
279	8621	22170
280	8661	22161
281	8684	22110
282	8711	22070
283	8734	22019
284	8756	21967
285	8773	21902
286	8787	21829
287	8802	21760
288	8818	21696
289	8836	21634
290	8859	21585
291	8878	21526
292	8893	21458
293	8911	21399
294	8926	21332
295	8941	21267
296	8955	21197
297	8970	21131
298	9004	21111
299	9024	21056
300	9039	20991
301	9055	20929
302	9071	20868
303	9094	20820
304	9112	20764
305	9129	20705
306	9145	20645
307	9161	20583
308	9177	20522
309	9192	20461
310	9210	20404
311	9229	20353
312	9248	20298
313	9264	20240
314	9279	20178
315	9299	20129
316	9313	20065
317	9337	20025
318	9355	19972
319	9372	19917
320	9389	19860
321	9405	19804
322	9420	19745
323	9436	19688
324	9452	19631
325	9467	19573
326	9484	19520
327	9499	19461
328	9514	19405
329	9530	19350
330	9545	19292
331	9561	19238
332	9578	19185
333	9599	19142
334	9615	19087
335	9648	19066
336	9664	19014
337	9679	18958
338	9701	18916
339	9717	18863
340	9741	18826
341	9757	18772
342	9774	18721
343	9791	18672
344	9811	18627
345	9832	18584
346	9873	18579
347	9892	18534
348	9909	18484
349	9926	18435
350	9943	18385
351	9960	18335
352	9974	18282
353	9993	18235
354	10008	18184
355	10026	18137
356	10041	18085
357	10055	18032
358	10070	17980
359	10106	17967
360	10127	17926
361	10144	17879
362	10160	17830
363	10177	17783
364	10196	17739
365	10213	17692
366	10227	17640
367	10243	17591
368	10264	17552
369	10281	17506
370	10299	17462
371	10320	17422
372	10341	17384
373	10363	17346
374	10381	17303
375	10420	17293
376	10437	17248
377	10454	17202
378	10491	17191
379	10508	17145
380	10524	17099
381	10542	17055
382	10558	17009
383	10577	16967
384	10605	16940
385	10635	16916
386	10662	16889
387	10685	16854
388	10706	16815
389	10727	16779
390	10744	16734
391	10758	16686
392	10775	16643
393	10792	16599
394	10808	16555
395	10825	16512
396	10840	16465
397	10854	16418
398	10868	16370
399	10883	16324
400	10900	16282
401	10916	16239
402	10938	16204
403	10958	16166
404	10979	16130
405	11022	16126
406	11037	16081
407	11053	16038
408	11069	15994
409	11083	15949
410	11099	15905
411	11112	15859
412	11127	15815
413	11147	15778
414	11164	15738
415	11181	15697
416	11215	15680
417	11230	15637
418	11245	15593
419	11260	15550
420	11302	15543
421	11328	15515
422	11348	15480
423	11365	15440
424	11385	15403
425	11411	15375
426	11431	15339
427	11448	15300
428	11463	15258
429	11478	15216
430	11495	15176
431	11511	15135
432	11525	15091
433	11547	15060
434	11562	15017
435	11582	14983
436	11603	14948
437	11618	14907
438	11635	14869
439	11650	14828
440	11665	14787
441	11681	14747
442	11699	14709
443	11722	14679
444	11766	14674
445	11783	14637
446	11800	14598
447	11814	14557
448	11828	14515
449	11844	14476
450	11864	14443
451	11903	14431
452	11923	14397
453	11941	14360
454	11966	14333
455	11990	14304
456	12005	14264
457	12023	14228
458	12039	14190
459	12054	14150
460	12069	14112
461	12086	14074
462	12103	14038
463	12120	14001
464	12135	13962
465	12151	13924
466	12166	13885
467	12182	13848
468	12199	13812
469	12212	13771
470	12230	13736
471	12244	13696
472	12259	13658
473	12274	13621
474	12291	13585
475	12316	13558
476	12343	13534
477	12359	13497
478	12373	13458
479	12387	13420
480	12405	13385
481	12444	13373
482	12471	13349
483	12491	13317
484	12510	13283
485	12527	13249
486	12542	13211
487	12559	13177
488	12576	13142
489	12592	13106
490	12612	13074
491	12656	13067
492	12674	13034
493	12688	12997
494	12705	12961
495	12721	12926
496	12736	12890
497	12749	12852
498	12763	12815
499	12782	12782
500	12797	12746
501	12816	12714
502	12829	12676
503	12847	12643
504	12868	12614
505	12893	12587
506	12915	12558
507	12943	12535
508	12959	12501
509	12975	12466
510	12993	12434
511	13033	12422
512	13053	12392
513	13068	12357
514	13083	12321
515	13101	12288
516	13117	12254
517	13132	12219
518	13149	12186
519	13163	12150
520	13178	12115
521	13195	12083
522	13211	12049
523	13224	12013
524	13239	11978
525	13257	11946
526	13270	11910
527	13287	11877
528	13304	11845
529	13321	11813
530	13340	11782
531	13356	11749
532	13371	11715
533	13384	11680
534	13400	11647
535	13417	11615
536	13433	11582
537	13448	11548
538	13473	11523
539	13489	11490
540	13503	11456
541	13516	11421
542	13540	11395
543	13556	11363
544	13572	11331
545	13595	11304
546	13639	11295
547	13657	11264
548	13675	11233
549	13693	11203
550	13722	11181
551	13751	11160
552	13774	11134
553	13817	11123
554	13838	11095
555	13865	11072
556	13884	11042
557	13910	11018
558	13940	10998
559	13972	10978
560	13997	10953
561	14033	10937
562	14051	10907
563	14067	10875
564	14083	10842
565	14097	10809
566	14113	10777
567	14132	10748
568	14154	10721
569	14173	10692
570	14194	10664
571	14211	10633
572	14226	10601
573	14241	10569
574	14256	10537
575	14272	10506
576	14289	10475
577	14310	10448
578	14326	10416
579	14341	10385
580	14355	10352
581	14394	10338
582	14413	10309
583	14428	10277
584	14445	10247
585	14462	10217
586	14479	10187
587	14495	10156
588	14511	10126
589	14535	10100
590	14553	10071
591	14567	10039
592	14582	10008
593	14596	9977
594	14611	9945
595	14627	9915
596	14643	9884
597	14658	9854
598	14676	9824
599	14692	9795
600	14713	9768
601	14739	9744
602	14760	9717
603	14786	9694
604	14807	9667
605	14824	9638
606	14846	9612
607	14866	9584
608	14888	9558
609	14907	9530
610	14926	9503
611	14942	9473
612	14961	9445
613	14978	9416
614	14994	9386
615	15008	9356
616	15023	9325
617	15037	9295
618	15053	9265
619	15068	9235
620	15085	9206
621	15100	9177
622	15114	9146
623	15128	9115
624	15143	9085
625	15158	9056
626	15174	9026
627	15190	8997
628	15206	8969
629	15220	8938
630	15237	8910
631	15257	8884
632	15276	8856
633	15290	8827
634	15306	8798
635	15323	8769
636	15339	8741
637	15364	8717
638	15391	8695
639	15406	8665
640	15422	8637
641	15437	8608
642	15455	8581
643	15474	8554
644	15492	8526
645	15508	8498
646	15533	8475
647	15551	8447
648	15571	8421
649	15591	8395
650	15608	8367
651	15623	8338
652	15641	8311
653	15656	8283
654	15680	8258
655	15697	8231
656	15711	8202
657	15725	8173
658	15742	8145
659	15760	8119
660	15794	8100
661	15813	8073
662	15830	8046
663	15848	8019
664	15865	7992
665	15883	7965
666	15900	7938
667	15932	7918
668	15955	7894
669	15978	7869
670	16000	7845
671	16023	7820
672	16050	7798
673	16067	7771
674	16083	7744
675	16100	7716
676	16116	7689
677	16130	7660
678	16143	7631
679	16165	7607
680	16182	7580
681	16196	7552
682	16213	7525
683	16228	7497
684	16243	7469
685	16261	7443
686	16278	7416
687	16292	7388
688	16312	7362
689	16325	7334
690	16340	7307
691	16356	7279
692	16371	7252
693	16388	7226
694	16406	7200
695	16452	7186
696	16473	7161
697	16491	7135
698	16514	7111
699	16529	7084
700	16549	7058
701	16564	7031
702	16579	7004
703	16594	6977
704	16614	6952
705	16635	6927
706	16654	6902
707	16673	6876
708	16687	6848
709	16717	6828
710	16760	6812
711	16788	6791
712	16810	6766
713	16831	6742
714	16849	6716
715	16866	6690
716	16890	6666
717	16914	6643
718	16939	6620
719	16960	6595
720	16982	6571
721	16996	6544
722	17015	6519
723	17043	6497
724	17063	6472
725	17090	6450
726	17110	6425
727	17130	6400
728	17149	6375
729	17165	6349
730	17181	6322
731	17201	6297
732	17216	6271
733	17237	6246
734	17257	6221
735	17274	6196
736	17290	6170
737	17307	6144
738	17323	6118
739	17343	6093
740	17370	6071
741	17386	6045
742	17405	6020
743	17423	5995
744	17446	5971
745	17492	5955
746	17510	5930
747	17528	5905
748	17543	5878
749	17561	5853
750	17594	5833
751	17623	5811
752	17638	5785
753	17652	5759
754	17668	5733
755	17683	5707
756	17700	5682
757	17717	5656
758	17735	5631
759	17749	5605
760	17766	5579
761	17780	5553
762	17796	5527
763	17809	5501
764	17824	5475
765	17844	5451
766	17862	5426
767	17881	5401
768	17896	5375
769	17910	5349
770	17925	5324
771	17965	5305
772	18003	5287
773	18024	5263
774	18047	5239
775	18072	5216
776	18096	5193
777	18111	5168
778	18131	5143
779	18148	5118
780	18168	5094
781	18184	5069
782	18201	5044
783	18220	5020
784	18234	4994
785	18250	4969
786	18269	4944
787	18284	4919
788	18299	4893
789	18313	4868
790	18329	4843
791	18344	4817
792	18363	4793
793	18404	4775
794	18428	4752
795	18447	4727
796	18470	4704
797	18484	4679
798	18498	4653
799	18516	4629
800	18539	4606
801	18554	4580
802	18574	4556
803	18591	4532
804	18615	4509
805	18641	4486
806	18660	4462
807	18677	4438
808	18693	4413
809	18713	4389
810	18728	4364
811	18745	4340
812	18764	4316
813	18782	4291
814	18802	4268
815	18819	4243
816	18834	4218
817	18856	4195
818	18885	4173
819	18922	4153
820	18960	4133
821	18992	4112
822	19016	4089
823	19046	4068
824	19072	4045
825	19092	4022
826	19112	3998
827	19137	3975
828	19157	3951
829	19181	3928
830	19217	3908
831	19248	3886
832	19275	3864
833	19294	3840
834	19315	3816
835	19351	3796
836	19380	3774
837	19415	3753
838	19452	3732
839	19477	3710
840	19507	3688
841	19528	3664
842	19549	3640
843	19577	3618
844	19610	3597
845	19641	3575
846	19668	3552
847	19694	3530
848	19720	3507
849	19741	3483
850	19764	3460
851	19779	3435
852	19797	3411
853	19816	3387
854	19848	3366
855	19878	3344
856	19897	3320
857	19913	3295
858	19929	3271
859	19944	3246
860	19965	3223
861	19986	3199
862	20006	3175
863	20031	3153
864	20053	3129
865	20079	3107
866	20105	3084
867	20123	3060
868	20143	3036
869	20164	3013
870	20201	2991
871	20217	2967
872	20229	2942
873	20247	2918
874	20266	2895
875	20285	2871
876	20301	2847
877	20346	2827
878	20365	2803
879	20386	2779
880	20402	2755
881	20424	2732
882	20444	2708
883	20461	2684
884	20484	2661
885	20523	2640
886	20543	2617
887	20561	2593
888	20579	2569
889	20594	2545
890	20612	2521
891	20633	2498
892	20659	2475
893	20688	2452
894	20727	2431
895	20754	2409
896	20777	2385
897	20796	2362
898	20818	2338
899	20845	2316
900	20871	2293
901	20886	2269
902	20902	2245
903	20916	2221
904	20931	2197
905	20948	2173
906	20966	2149
907	21002	2128
908	21016	2103
909	21032	2080
910	21052	2056
911	21072	2033
912	21095	2010
913	21110	1986
914	21130	1962
915	21144	1939
916	21160	1915
917	21195	1893
918	21211	1869
919	21226	1845
920	21246	1822
921	21262	1798
922	21280	1775
923	21307	1752
924	21328	1729
925	21350	1706
926	21375	1683
927	21400	1660
928	21417	1636
929	21431	1613
930	21445	1589
931	21466	1566
932	21489	1543
933	21535	1521
934	21567	1499
935	21591	1476
936	21608	1452
937	21625	1429
938	21641	1405
939	21658	1382
940	21672	1358
941	21688	1335
942	21703	1311
943	21718	1288
944	21742	1265
945	21764	1242
946	21781	1219
947	21819	1196
948	21835	1173
949	21855	1150
950	21874	1127
951	21897	1104
952	21915	1080
953	21933	1057
954	21948	1034
955	21962	1010
956	21976	987
957	22004	964
958	22018	941
959	22032	918
960	22054	895
961	22077	872
962	22101	849
963	22116	825
964	22138	802
965	22157	779
966	22171	756
967	22191	733
968	22217	710
969	22237	687
970	22264	664
971	22283	641
972	22297	618
973	22312	595
974	22326	572
975	22340	549
976	22354	526
977	22366	503
978	22382	480
979	22396	457
980	22411	434
981	22433	411
982	22451	388
983	22469	365
984	22488	342
985	22512	319
986	22535	296
987	22551	273
988	22565	250
989	22605	228
990	22624	205
991	22638	182
992	22653	159
993	22669	136
994	22684	113
995	22703	91
996	22720	68
997	22735	45
998	22751	22
999	22776	0
