iter	Passed	Remaining
1660	157794	32204
1661	157874	32106
1662	157990	32016
1663	158091	31922
1664	158210	31832
1665	158298	31735
1666	158378	31637
1667	158473	31542
1668	158568	31447
1669	158678	31355
1670	158762	31258
1671	158830	31158
1672	158900	31058
1673	159065	30976
1674	159150	30879
1675	159238	30783
1676	159322	30686
1677	159403	30588
1678	159488	30491
1679	159526	30385
1680	159596	30286
1681	159685	30190
1682	159762	30091
1683	159828	29991
1684	159916	29895
1685	160005	29799
1686	160114	29707
1687	160248	29619
1688	160353	29526
1689	160468	29434
1690	160565	29340
1691	160685	29250
1692	160775	29154
1693	160832	29052
1694	160955	28962
1695	161062	28869
1696	161140	28771
1697	161245	28678
1698	161362	28587
1699	161432	28488
1700	161530	28393
1701	161711	28313
1702	161802	28217
1703	161884	28120
1704	161994	28028
1705	162115	27937
1706	162178	27837
1707	162281	27743
1708	162388	27650
1709	162490	27556
1710	162618	27467
1711	162678	27366
1712	162813	27278
1713	162914	27184
1714	163052	27096
1715	163155	27002
1716	163252	26907
1717	163355	26813
1718	163423	26714
1719	163531	26621
1720	163669	26533
1721	163750	26435
1722	163839	26339
1723	163923	26243
1724	164045	26152
1725	164137	26056
1726	164262	25966
1727	164336	25867
1728	164497	25783
1729	164608	25690
1730	164728	25598
1731	164810	25501
1732	164905	25406
1733	165005	25312
1734	165081	25214
1735	165149	25114
1736	165231	25017
1737	165323	24922
1738	165434	24829
1739	165565	24739
1740	165661	24644
1741	165746	24547
1742	165844	24453
1743	165920	24355
1744	166008	24259
1745	166096	24162
1746	166226	24072
1747	166368	23984
1748	166448	23887
1749	166551	23793
1750	166633	23695
1751	166733	23601
1752	166842	23508
1753	166975	23418
1754	167069	23323
1755	167165	23228
1756	167282	23135
1757	167350	23036
1758	167460	22943
1759	167505	22841
1760	167595	22745
1761	167706	22652
1762	167815	22559
1763	167906	22463
1764	168029	22372
1765	168143	22279
1766	168226	22182
1767	168337	22089
1768	168452	21996
1769	168621	21911
1770	168702	21814
1771	168784	21717
1772	168824	21614
1773	168888	21515
1774	168972	21419
1775	169044	21320
1776	169136	21225
1777	169229	21129
1778	169327	21035
1779	169444	20942
1780	169583	20852
1781	169632	20751
1782	169724	20656
1783	169819	20561
1784	169921	20466
1785	169960	20364
1786	170031	20266
1787	170102	20168
1788	170188	20072
1789	170289	19978
1790	170361	19880
1791	170449	19784
1792	170548	19689
1793	170651	19595
1794	170754	19501
1795	170850	19406
1796	170952	19311
1797	171046	19216
1798	171115	19118
1799	171233	19025
1800	171330	18931
1801	171434	18836
1802	171585	18747
1803	171744	18659
1804	171858	18566
1805	171956	18471
1806	171993	18370
1807	172023	18267
1808	172130	18174
1809	172242	18080
1810	172337	17985
1811	172444	17891
1812	172538	17796
1813	172616	17699
1814	172700	17603
1815	172810	17509
1816	172913	17415
1817	173004	17319
1818	173107	17225
1819	173152	17124
1820	173234	17028
1821	173308	16931
1822	173412	16837
1823	173509	16742
1824	173588	16645
1825	173704	16552
1826	173792	16456
1827	173871	16359
1828	173958	16264
1829	174042	16167
1830	174125	16071
1831	174195	15974
1832	174275	15877
1833	174349	15780
1834	174432	15684
1835	174522	15589
1836	174550	15488
1837	174642	15392
1838	174728	15297
1839	174823	15202
1840	174927	15107
1841	175014	15012
1842	175091	14915
1843	175178	14819
1844	175318	14728
1845	175422	14634
1846	175490	14537
1847	175583	14441
1848	175668	14346
1849	175745	14249
1850	175835	14154
1851	175952	14060
1852	176050	13966
1853	176173	13873
1854	176234	13775
1855	176325	13680
1856	176450	13587
1857	176532	13491
1858	176576	13392
1859	176690	13299
1860	176797	13205
1861	176855	13107
1862	176968	13013
1863	177049	12917
1864	177163	12824
1865	177242	12728
1866	177304	12630
1867	177354	12532
1868	177404	12434
1869	177477	12338
1870	177556	12242
1871	177603	12143
1872	177688	12048
1873	177727	11949
1874	177800	11853
1875	177899	11758
1876	177970	11662
1877	178043	11566
1878	178132	11471
1879	178205	11374
1880	178313	11280
1881	178414	11186
1882	178506	11091
1883	178618	10997
1884	178691	10901
1885	178790	10807
1886	178881	10712
1887	178970	10616
1888	179059	10521
1889	179150	10426
1890	179261	10332
1891	179355	10238
1892	179451	10143
1893	179551	10048
1894	179635	9953
1895	179720	9858
1896	179807	9762
1897	179912	9668
1898	180022	9574
1899	180077	9477
1900	180181	9383
1901	180217	9285
1902	180301	9190
1903	180411	9096
1904	180485	9000
1905	180603	8907
1906	180684	8811
1907	180810	8718
1908	180930	8624
1909	181039	8530
1910	181123	8435
1911	181194	8339
1912	181296	8245
1913	181405	8150
1914	181609	8060
1915	181716	7966
1916	181858	7873
1917	181980	7780
1918	182091	7685
1919	182184	7591
1920	182264	7495
1921	182353	7400
1922	182460	7305
1923	182544	7210
1924	182635	7115
1925	182721	7020
1926	182832	6926
1927	182922	6831
1928	183023	6736
1929	183110	6641
1930	183202	6546
1931	183281	6450
1932	183359	6355
1933	183450	6260
1934	183537	6165
1935	183622	6070
1936	183704	5974
1937	183807	5880
1938	183926	5786
1939	184024	5691
1940	184128	5596
1941	184209	5501
1942	184300	5406
1943	184425	5312
1944	184507	5217
1945	184604	5122
1946	184703	5027
1947	184796	4932
1948	184897	4838
1949	184994	4743
1950	185066	4648
1951	185142	4552
1952	185198	4456
1953	185261	4361
1954	185303	4265
1955	185389	4170
1956	185421	4074
1957	185499	3979
1958	185586	3884
1959	185653	3788
1960	185744	3694
1961	185816	3598
1962	185881	3503
1963	185957	3408
1964	186047	3313
1965	186142	3219
1966	186188	3123
1967	186239	3028
1968	186284	2932
1969	186335	2837
1970	186418	2742
1971	186464	2647
1972	186570	2553
1973	186769	2459
1974	186907	2365
1975	186985	2271
1976	187145	2177
1977	187290	2083
1978	187414	1988
1979	187525	1894
1980	187567	1798
1981	187619	1703
1982	187711	1609
1983	187792	1514
1984	187829	1419
1985	187922	1324
1986	188031	1230
1987	188200	1136
1988	188358	1041
1989	188484	947
1990	188543	852
1991	188629	757
1992	188719	662
1993	188825	568
1994	188991	473
1995	189084	378
1996	189211	284
1997	189370	189
1998	189456	94
1999	189499	0
